Epoch,Error_East_m,Error_North_m,Error_Up_m,Error_2D_m,Error_3D_m
129,43.54626768877904,1.6622800388504322,28.554033092832306,43.577983025265894,52.09964885118636
130,43.52813813942636,1.8002517007181327,28.062371565905284,43.56534994776149,51.82119657026313
131,43.96815336817248,0.48320486267516394,31.40492711176406,43.970808470466515,54.034261764566224
132,43.504238131027286,1.1326728084061113,30.045397257702536,43.51898072165789,52.883150241123026
133,51.69789163552065,0.39015104357344477,38.69515776258374,51.69936380067783,64.57661691096926
134,45.53113109416887,-0.051152382038393895,32.92314355673404,45.531159827974726,56.18736421062922
135,45.09113853459542,0.16895858166408573,31.959002744684593,45.09145508129444,55.26859124116655
136,46.40933663270037,-0.32463392002675917,33.47498750808366,46.41047202808151,57.22330558903158
137,46.90558115487349,1.801078081542597,28.8680519623992,46.940147270031396,55.10664070541786
138,40.6869577565273,2.3545104278374627,26.829853280848106,40.75502730751425,48.793578244560706
139,39.068526409426106,3.869809950969394,22.90488754131197,39.25971452851697,45.45282233416089
140,39.10547661399277,4.132440435755248,21.973929344560144,39.323216617700545,45.04629769473094
141,39.279045461012004,4.354229269802193,22.0243762385466,39.51964985753606,45.24241233134354
142,39.69331952087915,4.588448049046352,23.246368870586128,39.95764595275106,46.227774505731496
143,38.25891805474738,4.2495857847970395,19.66030786063018,38.49420462955722,43.22420034236586
144,37.93628341354905,3.7553618862789975,19.615784381938578,38.12170434450739,42.87240766563897
145,38.09240890550538,3.7332482835443432,19.65396619653188,38.27491030650251,43.0261216730631
146,37.85321990830024,3.508350984819467,20.27008513196799,38.01545454231504,43.081911927351264
147,37.815292579820486,3.4944712758145346,20.94683997469651,37.97640955112686,43.37024080311824
148,38.16449000952481,3.9915481338298076,20.007717383093713,38.37265633484082,43.27550703427459
149,38.05736637169084,3.8778805270972203,20.850499099040924,38.254425790116684,43.567699103930785
150,38.06002565282665,3.941872664988212,20.94763411404265,38.263610817600636,43.62232556589123
151,36.919370881641285,3.0766019985726274,23.059552957591844,37.047340338461595,43.637694814893536
152,36.378177102902114,2.6571460695050426,24.10825640041997,36.47509005560915,43.72230805016117
153,32.547336245837215,0.32498369226625456,31.488907203181324,32.54895867919323,45.28781279715761
154,31.482228383667437,0.4440425328430688,33.23873364925461,31.48535973706461,45.78363563958699
155,30.73245411396192,0.05328145059204559,34.47080601408959,30.73250030146835,46.18141446556988
156,29.745167677999582,0.07462478940744965,36.29679408045051,29.745261287329537,46.92800687830384
157,29.81519517585739,-0.31295748463230844,35.955352771370535,29.8168376217475,46.71007598661514
158,35.29487307141139,3.540909608542833,25.479400610213034,35.47204682539354,43.67454592137892
159,37.84751310530925,3.901202526730634,20.42961169376595,38.048043700184174,43.18590815728185
160,32.02770926838371,3.0498253974628984,31.414974391449846,32.17259075572127,44.96638980339172
161,37.738879279142274,3.8769117611771016,20.077531457110595,37.93749404019231,42.92272968324467
162,37.22845861021772,3.4597302302154285,21.039328214724996,37.38887352887969,42.90199523898025
163,37.07674840932169,3.4103240128588403,21.098331844077883,37.23325909023839,42.79550430925719
164,36.58837014026902,2.972686396098167,22.39441992602407,36.70893207287399,43.00064810853414
165,36.64492000264223,2.9426053546034305,22.819320658208,36.762876496174634,43.269278750345585
166,36.66582728119041,3.0293425307357627,22.56581631461404,36.79075707813868,43.15988730670543
167,35.807744927247384,2.161008048427446,24.96559869435365,35.87289439897733,43.7052133129183
168,36.03721561175787,2.041668721584685,24.854818674153293,36.0950040894446,43.824779880132446
169,35.69621931380802,2.2657252032917237,24.691410565725008,35.768052560858166,43.46285011042774
170,31.254774089678804,0.9368020602433118,33.421857054001705,31.268810362675037,45.768537560589124
171,29.296266686916056,-2.708618784786237,43.73134601107417,29.42121441260038,52.707100863664444
172,29.007629777863027,-5.66770675885984,49.98723481465489,29.556141243978235,58.071414048991755
173,30.390403856617528,-6.7464139673492305,50.49808798774255,31.13022242110002,59.322404185981426
174,27.959296911007037,-6.702615174015273,57.0647573480306,28.75147533482043,63.89862177792569
175,28.013991565877323,-7.313839651992617,56.46145477006375,28.952995940111364,63.452122491371874
176,25.459832771212973,-7.469946391189167,59.86490925790004,26.53305832024213,65.48137555276291
177,20.191218769241402,-8.077202956012098,57.82388039453036,21.746873866833756,61.77805165963823
178,8.041036437474075,-15.374614984057516,74.76250440145647,17.350419386769637,76.74939164107158
179,10.386316243729993,-16.72412538164982,72.6158375710383,19.68684674842351,75.2371703417887
180,11.693917997450502,-18.24642886163741,76.12594961553157,21.672099213825398,79.15074282153226
181,21.004145274347017,-17.223348807335984,69.74221705718696,27.162802926889484,74.84513813800343
182,22.459669111198522,-9.298253931152281,56.78023144184071,24.308316740422686,61.76478726055576
183,20.851014092785622,-11.715884063835786,54.49972658594774,23.917080258568056,59.51677852536917
184,21.347740710751054,-11.659081252269868,61.512536320258015,24.32406645897204,66.14720200924262
185,18.560150517747125,-15.385113841400567,61.09885447896681,24.10769410695026,65.68295771199898
186,17.679212857570754,-13.868120929151594,66.6410319852944,22.46952036356957,70.32713906760249
