24159004.667,24158522.246,24158040.221,24157558.254,24157073.85,24156592.983,24156111.772,24155628.397,24155144.747,24154664.785,24154180.727,24153701.018,24153219.23,24152736.771,24152254.826,24151773.033,24151291.589,24150809.41,24150326.893,24149844.748,24149362.641,24148880.113,24148397.642,24147915.73,24147433.711,24146949.914,24146469.64,24145985.206,24145503.218,24145019.263,24144536.021,24144053.137,24143570.21,23294412.466,24142604.051,23293474.854,24141636.228,24141153.301,24140672.028,24140188.627,24139704.978,24139222.086,24138738.833,24138256.043,24137772.886,24137289.623,24136806.338,24136323.248,24135840.285,24135356.875,22048859.364,22049122.143,22049385.387,22049649.29,22049913.823,22050178.591,22050443.797,22050709.685,22050976.342,22051243.481,22051511.369,22051779.786,22052048.379,22052318.789,22052590.015,22052857.959,22053132.462,22053404.237,22053675.808,22053947.158,22054218.522,22054489.831,22054758.525,22055028.692,22055297.736,22055568.489,22055836.002,22056104.744,22056376.469,22056646.302,22056916.327,22057184.375,22057452.684,22057721.042,22057990.438,22058261.126,24117691.948,22058803.914,22059073.755,22059345.394,22059616.034,22059887.362,22060159.389,22060432.166,22060705.884,22060980.472,22061255.403,22061531.912,22061808.016,22062083.363,22062359.827,22062637.484,22062915.979,22063193.382,22063471.949,22063748.811,22064026.955,22064302.232,22064577.75,22064851.37,22065125.294,22065399.366,22065675.162,22065949.262,22066221.016,22066492.144,22066762.843,22067033.341,22067304.479,22067572.979,22067840.195,22068107.958,22068374.635,22068641.398,22068908.176,22069175.002,22069441.856,22069708.475,22069974.799,22070241.14,22070507.529,22070773.866,23450330.883,23450953.891,23451577.127,23452200.171,23452822.91,23453445.215,23454067.162,23454688.727,23455310.485,23455932.342,23456554.056,23457175.62,23457797.51,23458419.311,23459041.048,23459662.624,23460286.508,23460908.065,23461535.969,23462160.806,23462797.702,23463418.168,23464041.617,23464662.602,23465285.832,22077690.007,22077956.705,22078223.367,22078490.192,22078757.25,22079024.648,22079292.204,22079560.371,22079829.156,22080098.687,22080368.787,22080639.38,22080910.176,22081181.442,24077094.232,24076619.577,24076145.791,24075671.364,24075197.066,24074722.64,23478462.434,23479091.651,23479721.043,24072825.875,24072352.177,24071878.623,24071405.56,24070932.439,24070459.732
23309906.176,23309435.963,23308966.045,23308496.18,23308026.471,23307556.681,23307086.852,23306616.824,23306147.115,23305677.702,23305208.078,23304738.494,23304264.813,23303796.449,23303327.508,23302858.035,23302389.931,23301921.773,23301449.239,23300982.904,23300510.695,23963209.766,23299570.143,23299102.31,23298630.393,23298161.686,23297691.681,23297222.418,23296754.769,23296286.247,23295817.913,23295349.607,23294881.268,23968604.865,23293943.573,23969503.718,23293006.216,23292536.97,23292068.129,23291598.921,23291129.355,23290659.425,23290189.503,23289719.451,23289248.809,23288778.108,23288307.528,23287837.154,23287366.756,23286896.209,24134873.303,24134389.91,24133907.018,24133424.806,24132944.91,24132464.478,24131987.869,24131508.577,24131027.908,24130548.424,24130069.688,23281279.823,23280815.839,23280352.065,24128168.415,23279425.723,24127215.092,24126737.294,24126262.75,24125786.842,24125312.233,24124838.39,24124361.849,24123885.851,23275268.129,24122931.117,24122453.146,24121975.99,24121502.891,24121024.833,24120548.532,24120071.296,24119593.733,24119116.202,24118639.556,24118164.291,23992626.543,24117217.848,24116742.047,24116266.139,24115790.657,24115315.836,24114841.224,24114367.465,24113894.561,24113422.571,24112950.921,24112481.032,24112010.161,24111538.466,24111067.664,24110598.044,24110129.379,24109659.393,24109190.294,24108719.683,24108250.289,24107778.449,24107306.347,24106833.088,24106359.455,24105886.063,24105414.301,24104940.854,24104464.869,24103988.903,24103512.343,24103035.468,24102558.856,24102079.798,24101599.684,24101120.148,24100639.317,24100158.678,24099682.735,24099198.343,23251346.152,23250879.829,24097760.773,24097278.943,23249480.63,24096312.577,22071040.074,22071305.825,22071571.864,22071836.433,22072102.21,22072369.937,22072635.225,22072901.416,22073166.115,22073432.71,22073698.684,22073964.576,22074230.741,22074497.119,22074762.974,22075028.752,22075295.112,22075560.918,22075826.761,22076092.465,22076358.404,22076624.596,22076891.063,22077157.378,22077423.599,24083798.878,24083317.886,24082836.85,24082356.153,24081875.469,24081395.082,24080914.842,24080435.246,24079956.247,24079477.947,24079000.472,24078523.28,24078046.195,24077569.918,23230414.902,23229956.737,23229499.552,23229041.758,23228584.022,23228129.06,24074248.119,24073773.643,24073299.939,23226296.165,23225837.877,23225380.128,23224921.906,23224465.165,23224009.167
23953771.16,23954220.126,23954669.318,23955118.771,23955568.183,23956017.565,23956466.962,23956916.209,23957363.433,23957814.736,23958261.042,23958713.545,23959164.967,23959616.081,23960064.998,23960516.262,23960962.841,23961415.165,23961865.431,23962310.632,23962758.924,22473306.627,23963663.517,23964109.773,23964559.106,23965008.003,23965456.914,23965906.092,23966355.503,23966805.023,23967254.938,23967704.963,23968155.149,22474272.009,23969054.283,22474431.64,23969953.23,23970402.401,23970851.837,23971300.831,23971749.694,23972198.235,23972646.695,23973095.041,23973543.046,23973991.04,23974439.139,23974887.365,23975335.676,23975783.744,23286425.367,23285954.822,23285484.582,23285015.22,23284546.536,23284077.947,23283609.96,23283142.666,23282676.035,23282209.894,23281744.589,23981189.865,23981644.614,23982099.795,23279888.421,23983013.327,23278964.223,23278502.926,23278041.525,23277580.664,23277119.142,23276657.385,23276193.423,23275731.277,23987138.4,23274806.8,23274341.909,23273877.859,23273417.331,23272953.283,23272491.536,23272027.657,23271564.258,23271100.401,23270637.557,23270176.071,22898037.396,23993087.709,23268794.573,23268331.937,23267871.824,23267409.965,23266950.543,23266491.145,23266032.515,23265575.029,23265117.667,23264662.201,23264207.15,23263751.528,23263297.193,23262843.968,23262391.736,23261938.312,23261486.045,23261032.239,23260579.856,23260124.344,23259668.999,23259210.978,23258753.515,23258295.154,23257838.741,23257380.224,23256919.096,23256457.703,23255995.585,23255533.017,23255071.415,23254607.147,23254141.602,23253676.48,23253210.071,23252743.971,23252278.017,23251812.103,24011012.238,24011464.266,23250413.559,23249947.065,24012820.198,23249014.118,23248547.631,23248080.534,23247613.549,23247146.207,24093907.625,24093427.23,24092942.236,24092459.63,24091978.218,24091497.502,24091015.629,24090535.68,24090054.773,24089573.831,24089092.473,24088611.19,24088130.196,24087648.834,24087167.283,24086685.835,24086204.36,24085723.136,24085242.283,24084761.106,24084279.914,23236893.097,23236428.068,23235963.075,23235498.257,23235033.639,23234569.185,23234104.94,23233641.452,23233178.527,23232716.443,23232255.424,23231794.583,23231333.866,23230874.007,24031465.094,24031932.165,24032393.122,22940854.28,24033318.946,24033773.81,23227676.614,23227209.898,23226751.606,24035616.717,24036080.894,24036543.722,24037006.381,24037468.726,24037931.474
22471638.845,22471715.387,22471795.287,22471872.133,22471946.86,22472023.719,22472102.369,22472183.268,22472259.105,22472335.201,22472413.11,22472490.431,22862109.27,22862604.34,22863093.333,22863578.984,22864065.423,22472984.381,22473063.127,22473144.675,22473227.228,20933691,22473387.351,22473468.495,22473549.204,22473629.767,22473710.065,22473790.17,22473870.436,22473950.609,22474030.883,22474111.435,22474191.884,20934922.763,22474351.909,20935129.201,22873731.999,22874160.338,22874629.277,22875111.569,22875594.896,22876079.649,22876564.91,22877049.903,22877534.531,22878019.19,22878503.75,22878988.434,22879473.075,22879957.349,23976231.496,23976679.491,23977127.821,23977576.94,23978026.762,23978476.751,23978927.27,23979378.387,23979830.37,23980282.824,23980736.07,22885800.389,22886293.436,22886783.997,23982556.192,22887765.808,23983472.055,23983931.019,23984389.931,23984849.394,23985308.104,23985766.844,23986223.178,23986681.209,22892174.436,23987597.145,23988052.5,23988508.786,23988968.136,23989425.786,23989883.116,23990339.361,23990795.665,23991251.652,23991708.916,23992167.704,22478739.047,22898528.075,23993546.347,23994004.011,23994460.907,23994921.366,23995382.473,23995842.051,23996303.079,23996765.056,23997227.396,23997691.632,23998156.386,23998619.968,23999084.352,23999549.759,24000016.264,24000481.64,24000948.189,24001412.722,24001878.231,24002340.846,24002803.421,24003263.916,24003724.457,24004184.504,24004645.957,24005106.803,24005564.103,24006021.197,24006477.491,24006933.286,24007389.949,24007844.109,24008296.898,24008750.268,24009202.26,24009654.584,24010107.073,24010559.635,22917653.776,22918137.492,24011916.214,24012368.161,22919588.392,24013272.167,22920556.373,24014175.834,24014627.213,24015078.543,23246678.938,23246211.719,23245744.582,23245277.462,23244810.551,23244343.871,23243877.384,23243411.217,23242945.485,23242480.111,23242014.291,23241548.437,23241083.186,23240617.394,23240151.576,23239685.745,23239219.875,23238754.451,23238289.308,23237824.018,23237358.481,24025067.005,24025521.454,24025976.103,24026430.9,24026885.797,24027340.828,24027796.178,24028252.206,24028708.718,24029165.976,24029624.718,24030083.873,24030542.946,24031003.117,22939382.913,22939875.987,22940365.682,22486426.392,22941343.191,22941833.687,24034231.426,24034694.837,24035153.866,22943789.881,22944276.337,22944763.757,22945254.502,22945749.575,22946245.34
20931574.223,20931673.54,20931773.139,20931873.213,20931973.278,20932073.516,20932173.865,20932274.13,20932374.45,20932475.519,20932576.288,20932677.111,22472575.224,22472656.026,22472737.432,22472819.298,22472901.701,20933285.1,20933386.133,20933487.824,20933589.569,25262602.511,20933792.741,20933895.206,20933997.387,20934099.525,20934201.76,20934304.187,20934406.821,20934509.706,20934612.974,20934716.315,20934819.637,25263782.464,20935025.938,25263978.673,22474511.893,22474591.646,22474671.749,22474751.643,22474831.637,22474911.64,22474991.707,22475071.834,22475151.532,22475231.262,22475310.811,22475390.753,22475470.632,22475550.306,22880441.253,22880925.529,22881410.246,22881895.488,22882381.229,22882867.397,22883353.669,22883840.701,22884329.767,22884821.433,22885311.456,22476546.307,22476631.976,22476716.483,22887278.218,22476892.196,22888254.246,22888742.197,22889234.418,22889725.871,22890216.676,22890708.372,22891196.486,22891686.121,22477694.042,22892664.483,22893151.195,22893638.774,22894129.394,22894618.587,22895106.332,22895594.05,22896081.245,22896568.391,22897056.321,22897545.499,20940720.057,22478836.779,22899017.313,22899506.221,22899995.369,22900485.417,22900973.793,22901462.842,22901955.485,22902450.841,22902946.154,22479742.11,22479836.84,22479930.022,22480024.076,22480118.839,22480214.733,22480309.311,22480405.092,22907405.475,22907897.418,22908389.98,22908879.117,22909369.688,22909861.97,22910348.356,22910843.694,22911336.211,22911824.799,22912314.378,22912802.705,22913290.746,22913778.581,22914264.175,22914748.866,22915234.008,22915717.931,22916201.963,22916685.953,22917169.849,22482346.942,22482433.564,22918620.719,22919103.388,22482686.471,22920074.263,22482864.063,22921039.63,22921519.677,22922004.285,24015530.834,24015984.225,24016436.87,24016890.026,24017342.912,24017797.182,24018250.861,24018704.803,24019159.292,24019613.945,24020068.119,24020522.31,24020976.929,24021431.141,24021885.333,24022339.586,24022793.823,24023248.394,24023703.29,24024158.011,24024612.484,22932581.542,22933062.406,22933543.228,22934024.298,22934507.319,22934989.202,22935473.078,22935955.69,22936437.979,22936924.74,22937407.922,22937893.331,22938380.125,22938886.698,22486152.611,22486243.614,22486335.341,23165367.971,22486517.589,22486608.889,22942321.753,22942809.591,22943300.598,22486973.678,22487065.134,22487156.931,22487249.045,22487341.384,22487434.006
25260539.506,25260637.254,25260735.415,25260833.532,25260931.791,25261029.913,25261128.104,25261226.019,25261324.506,25261423.427,25261522.197,25261620.789,20932777.747,20932878.829,20932980.379,20933081.789,20933183.809,25262212.859,25262308.723,25262409.535,25262506.921,26056059.844,25262701.061,25262798.74,25262898.688,25262996.809,25263094.555,25263192.477,25263290.789,25263388.921,25263487.192,25263585.744,25263684.227,26054457.822,25263880.465,26054189.732,20935232.795,20935335.85,20935439.313,20935542.907,20935646.527,20935750.002,20935853.665,20935957.434,20936060.766,20936164.175,20936267.738,20936371.583,20936475.501,20936579.224,22475629.871,22475709.504,22475789.459,22475870.113,22475951.622,22476037.922,22476120.483,22476204.053,22476289.391,22476375.346,22476461.399,20937863.409,20937975.317,20938087.44,22476801.071,20938313.897,22476979.357,22477070.285,22477156.654,22477248.15,22477335.774,22477426.11,22477515.2,22477603.443,20939348.121,22477782.537,22477866.307,22477953.396,22478043.943,22478130.25,22478218.234,22478308.797,22478395.721,22478476.366,22478565.713,22478652.749,25269178.256,20940839.192,22478922.631,22479010.833,22479098.138,22479189.942,22479279.102,22479370.126,22479461.723,22479554.426,22479647.351,23105559.962,23106343.836,23107127.021,23107911.768,23108697.555,23109484.021,23110269.591,23111056.245,22480499.267,22480594.718,22480687.129,22480779.556,22480870.559,22480960.921,22481051.686,22481144.056,22481235.884,22481323.46,22481411.345,22481498.7,22481585.483,22481673.224,22481764.349,22481843.285,22481923.315,22482007.165,22482091.407,22482175.728,22482259.463,23128173.996,23128946.859,22482516.823,22482600.229,23131264.981,22482773.918,23132810.418,22482941.035,22483021.575,22483108.155,22922483.537,22922965.924,22923447.452,22923929.129,22924409.09,22924890.488,22925371.214,22925852.032,22926333.195,22926814.32,22927295.137,22927775.84,22928256.98,22928737.559,22929217.865,22929698.171,22930178.546,22930659.153,22931140.103,22931620.621,22932101.063,22484940.235,22485024.51,22485108.9,22485193.527,22485278.263,22485363.24,22485448.246,22485534.057,22485620.665,22485707.746,22485796.002,22485884.347,22485973.208,22486062.692,23163008.894,23163789.235,23164582.033,20951251.939,23166152.647,23166935.652,22486699.749,22486790.723,22486882.341,23170057.094,23170841.301,23171630.072,23172411.407,23173195.37,23173979.673
26058875.439,26058742.56,26058606.822,26058471.461,26058336.533,26058202.062,26058068.025,26057935.699,26057801.124,26057666.383,26057532.664,26057399.343,25261719.025,25261817.766,25261916.427,25262014.95,25262113.904,26056596.335,26056478.59,26056332.416,26056198.797,38540128.11,26055931.736,26055795.625,26055660.398,26055527.099,26055393.251,26055258.945,26055125.219,26054991.454,26054858.151,26054724.98,26054591.437,28001258.217,26054323.955,28000676.599,25264076.734,25264174.351,25264272.723,25264370.785,25264468.313,25264565.95,25264663.64,25264761.399,25264858.996,25264956.562,25265053.896,25265151.273,25265248.877,25265346.42,20936682.898,20936786.977,20936891.66,20936997.097,20937103.307,20937209.733,20937316.681,20937424.476,20937533.236,20937642.516,20937752.57,25266544.654,25266648.427,25266752.999,20938200.096,25266963.651,20938428.955,20938544.134,20938659.562,20938775.422,20938890.372,20939005.537,20939117.983,20939232.449,25267917.627,20939457.73,20939571.036,20939681.12,20939798.84,20939912.907,20940028.435,20940143.069,20940257.102,20940371.037,20940485.994,20940602.278,26047555.508,25269285.989,20940955.136,20941069.228,20941187.821,20941304.393,20941423.861,23102434.562,23103214.526,23103995.735,23104776.948,20942029.334,20942152.609,20942275.073,20942398.975,20942524.257,20942650.369,20942775.169,20942901.356,23111841.333,23112627.898,23113411.289,23114195.594,23114983.674,23115763.252,23116536.543,23117318.393,23118099.199,23118877.911,23119655.307,23120433.172,23121210.066,20944602.571,23122765.474,23123536.154,23124306.387,23125080.032,23125854.436,23126628.08,23127400.212,20945528.508,20945643.834,23129719.525,23130492.255,20945990.294,23132037.693,20946221.703,23133582.473,23134354.665,23135126.322,22483193.729,22483267.264,22483343.306,22483423.945,22483509.444,22483592.984,22483677.719,22483761.812,22483846.368,22483930.723,22484014.674,22484098.666,22484183.027,22484266.964,22484350.895,22484434.767,22484518.666,22484602.769,22484687.412,22484771.671,22484855.883,23152135.935,23152910.083,23153684.434,23154458.974,23155233.607,23156008.479,23156783.694,23157559.495,23158336.034,23159113.241,23159891.522,23160670.348,23161449.012,23162228.46,20950867.811,20950995.491,20951123.992,25278395.022,20951380.207,20951508.664,20951636.627,23168497.132,23169278.246,20952023.305,20952152.633,20952282.35,20952412.494,20952542.909,20952673.727
38542098.18,38542004.458,38541910.951,38541817.492,38541724.089,38541630.567,38541536.933,38541443.134,38541349.421,38541256.143,38541162.63,38541068.967,26057264.823,26057131.278,26056998.019,26056865.118,26056732.026,38540505.732,38540411.285,38540317.102,38540222.849,39969812.265,38540033.583,38539939.538,38539845.145,28003592.322,28003299.897,28003006.967,28002716.559,28002425.405,28002134.571,28001844.132,28001561.989,38538999.998,28000972.066,38538809.022,26054056.134,26053921.496,26053787.844,26053653.445,26053519.017,26053384.405,26053249.656,26053115.137,26052980.017,26052845.123,26052709.939,26052577.378,26052438.622,26052304.196,25265443.463,25265540.981,25265638.9,25265736.919,25265836.22,25265935.917,25266035.559,25266135.984,25266237.498,25266339.215,25266441.648,25647092.65,26050589.825,26050462.28,25266857.665,26050209.441,25267070.587,25267177.734,25267284.715,25267391.617,25267497.862,25267604.425,25267708.057,25267813.433,26049072.125,25268023.929,25268126.509,25268230.817,25268337.408,25268441.69,25268547.22,25268650.793,25268754.806,25268858.501,25268963.165,25269069.436,27985983.588,26047431.905,25269391.766,25269497.509,25269603.303,25269710.331,25269817.54,20941543.624,20941663.562,20941784.586,20941906.092,25270366.42,25270478.051,25270588.714,25270700.62,25270813.787,25270927.506,25271039.447,25271153.802,20943026.201,20943152.038,20943275.685,20943399.006,20943520.097,20943641.878,20943763.77,20943887.219,20944008.983,20944128.286,20944247.074,20944365.62,20944483.379,25272671.949,20944718.917,20944834.482,20944950.721,20945065.782,20945181.112,20945296.748,20945412.712,25273485.094,25273586.092,20945759.244,20945874.731,25273888.395,20946105.959,25274089.556,20946336.911,20946452.481,20946568.212,23135898.212,23136670.074,23137441.958,23138213.811,23138986.027,23139758.468,23140531.04,23141304.053,23142077.59,23142851.308,23143624.642,23144397.937,23145171.942,23145945.491,23146718.828,23147492.341,23148265.951,23149039.873,23149814.072,23150588.024,23151361.921,20949155.352,20949274.681,20949394.24,20949514.062,20949634.168,20949754.65,20949875.441,20949996.947,20950119.327,20950242.433,20950366.514,20950490.997,20950615.763,20950741.404,25278069.605,25278177.845,25278286.716,26036369.861,25278503.553,25278612.829,25278720.694,20951765.087,20951894.145,25279047.452,25279156.905,25279266.42,25279377.077,25279487.159,25279597.322
38290224.725,38290303.884,38290383.212,38290462.755,38290542.092,38290621.42,38290700.727,38290779.765,38290858.951,38290938.205,38291017.189,38291096.652,38540974.721,38540881.125,38540787.385,38540693.579,38540600.069,38291569.835,38291647.274,38291725.308,38291803.418,40068861.685,38291954.903,38292039.571,38292116.813,38539750.865,38539656.615,38539562.668,38539468.851,38539375.004,38539281.476,38539187.972,38539094.167,38292822.625,38538905.287,38292978.978,28000386.566,28000095.816,27999803.839,27999511.558,27999219.059,27998926.489,27998633.966,27998340.911,27998047.687,27997754.206,27997461.011,27997168.43,27996875.753,27996581.982,26052169.091,26052041.493,26051913.875,27995413.754,27995122.717,26051501.878,26051371.918,26051241.229,26051109.814,25647399.555,25647245.656,26645289.348,25646940.274,25646788.091,26050335.589,25646485.23,26050073.83,26049951.755,26049826.98,26049702.405,26049578.179,26049452.748,26049325.268,26049199.024,27989389.518,26048946.672,26048818.097,26048690.916,26048565.355,26048438.863,26048312.771,26048185.451,26048057.896,26047930.311,26047803.658,26047678.522,25643297.425,27985703.024,26047306.339,26047180.263,26047055.018,26046930.354,26046805.787,25269925.476,25270034.278,25270144.132,25270254.6,26046196.22,26046076.254,26045955.568,26045836.093,26045717.792,26045600.111,26045480.968,26045362.834,25271265.647,25271379.255,25271489.997,25271600.332,25271708.931,25271817.687,25271926.53,25272036.722,25272145.578,25272251.523,25272356.94,25272461.898,25272566.522,26043628.739,25272774.584,25272876.464,25272978.618,25273079.739,25273181.168,25273282.494,25273383.847,26042586.17,26042458.903,25273686.981,25273787.901,25636688.689,25273988.807,25636376.11,25274189.493,25274289.826,25274390.548,20946684.265,20946800.463,20946916.657,20947032.788,20947149.247,20947265.984,20947382.919,20947500.073,20947617.754,20947735.551,20947853.096,20947970.676,20948088.798,20948206.669,20948324.58,20948442.644,20948560.782,20948679.471,20948798.536,20948917.485,20949036.275,25276614.749,25276716.475,25276818.135,25276920.544,25277022.558,25277124.856,25277227.511,25277330.499,25277434.491,25277538.768,25277644.197,25277749.478,25277855.552,25277962.243,26036737.729,26036614.428,26036491.709,27960841.136,26036243.006,26036121.985,26035995.82,25278829.263,25278938.066,26035629.303,26035506.456,26035383.888,26035261.455,26035138.746,26035016.691
39974142.449,39973936.48,39973730.776,39973524.863,39973319.332,39973113.5,39972907.608,39972701.501,39972496.005,39972290.303,39972084.157,39971880.223,39971673.503,38291246.329,38291330.906,38291409.753,38291491.589,39970641.994,39970433.348,39970225.986,39970018.933,39666804.398,39969603.866,39969399.603,39969191.997,38292191.449,38292271.297,38292349.628,38292429.687,38292507.765,38292586.627,38292665.661,38292744.322,39967336.461,38292900.897,39966921.674,38538717.253,38538622.41,38538528.466,38538433.442,38538338.269,38538241.927,38538146.694,38538051.332,26636546.964,25649604.7,25649446.687,25649287.118,25649128.501,25648969.81,27996287.653,27995994.487,27995702.897,25648335.429,25648178.387,27994833.148,27994545.558,25647708.959,25647553.981,26644256.744,26644770.608,28056788.732,26645823.481,28057752.096,25646636.129,26647366.175,25646335.038,25646185.506,27991125.811,25645885.869,27990545.295,27990249.547,27989963.804,27989676.952,25645125.589,25644974.19,27988827.181,27988540.441,27988258.837,27987976.079,27987684.549,27987401.897,27987113.359,27986830.79,27986547.785,27986261.887,26471434.863,25643147.857,27985417.972,27985133.815,27984850.237,27984567.381,27984284.663,26046681.686,26046558.718,26046436.9,26046315.652,27982883.767,27982606.476,27982327.808,27982050.025,27981773.596,27981497.606,27981220.63,27980944.604,26045243.205,26045124.329,26045002.922,26044880.607,26044757.84,26044634.852,26044511.062,26044388.968,26044264.911,26044138.8,26044011.433,26043884.171,26043756.16,25638556.702,25638402.245,26043370.541,26043246.063,26043114.093,27975538.931,26042845.562,26042711.721,25637313.688,25637157.486,26042327.858,26042195.393,26456557.135,25636532.52,26455869.931,25636218.985,25636062.321,25635905.551,25274491.286,25274592.042,25274692.755,25274793.56,25274894.411,25274995.303,25275096.055,25275196.741,25275298.172,25275399.898,25275500.859,25275602.101,25275703.73,25275804.596,25275905.453,25276006.444,25276107.412,25276208.836,25276310.528,25276412.036,25276513.381,26038524.442,26038394.608,26038264.91,26038135.154,26038005.476,26037876.089,26037747.016,26037618.965,26037490.604,26037363.21,26037237.471,26037111.629,26036986.349,26036861.781,27961693.498,27961405.694,27961123.708,25629854.31,26441044.829,27960265.911,27959981.059,26035874.495,26035751.39,27959134.698,27958852.472,27958572.855,27958292.149,27958010.022,27957728.791
