21665286.41,21665471.723,21665657.377,21665843.197,21666029.185,21666215.343,21666401.62,21666588.079,21666774.665,21666961.522,21667148.424,21667335.583,21667522.735,21667709.902,21667897.23,21668084.732,21668272.435,21668460.347,21668648.22,21668836.492,21669024.956,21669213.506,21669402.195,21669591.174,21669780.371,21669969.697,21670159.193,21670348.791,21670538.567,21670728.541,21670918.793,21671109.095,21671299.514,21671490.25,21671681.082,21671871.924,21672063.025,21672254.405,21672445.889,21672637.6,21672829.468,21673021.366,21673213.485,22746992.135,22747558.139,22748124.099,22748690.138,22749256.742,22749823.089,22750389.514,21674754.665,21674947.859,21675140.963,22752655.695,21675527.533,21675721.148,21675914.836,21676108.838,21676302.957,22756059.946,22756628.075,22757196.463,22757764.789,22758333.381,22758902.349,22759471.41,22760040.506,22760609.868,22761179.468,22761749.011,22762318.8,22762888.189,22763457.717,22764027.233,22764597.001,22765166.926,22765736.782,22766306.836,22766876.831,22767446.716,22768016.669,22768586.792,22769156.727,22769726.895,22770296.997,22771437.095,22772007.486,22772578.078,22773148.678,22773719.356,22774290.037,22774860.761,22775431.671,22776003.049,22776574.406,22777145.947,22777717.831,21684164.022,21684363.345,21684562.822,21684762.55,21684962.671,21685162.916,22781723.891,21685562.675,22782868.554,22783439.625,22784015.583,21686369.612,22785163.526,22785738.129,22786311.052,21687169.293,22787455.463,22788035.118,22788612.492,21687973.832,21688176.598,22790335.813,22790912.012,22791495.359,21688980.095,21689182.86,21689385.495,21689588.473,21689791.413,21689994.416,21690197.674,21690401.197,21690604.688,21690808.286,21691011.896,21691215.654,21691419.144,22799563.46,21691827.296,21692031.848,21692236.258,22801858.923,22802425.799,21692849.852,21693054.632,21693259.276,21693464.497,21693670.085,21693875.653,21694081.403,22807056.303,21694492.477,21694697.768,21694903.202,21695108.757,21695314.418,21695520.189,22811103.365,21695932.323,21696139.152,21696344.313,21696552.872,21696757.622,21696963.16,21697171.522,21697378.964,21697584.491,21697793.926,21697996.312,21698204.364,21698413.846,21698622.27,21698830.483,21699040.511,21699249.516,21699458.227,21699667.058,21699875.666,21700084.018,22823840.221,21700501.32,21700710.156,21700919.178,22826114.611,22826715.472,22827301.813,22827883.974,21701966.199,21702176.234,21702386.08,22830214.853,22830793.18,22831373.438,22831954.222,22832536.491,22833119.159,22833701.7,22834284.167,22834866.77,22835449.448,22836032.21,22836615.43,22837205.048,22837788.849,22838374.754,22838958.61,22839545.923,21706194.369,21706405.362,21706619.113,21706830.558,21707042.444,21707253.957,21707467.434,21707680.881,21707894.475
24336372.153,24335838.524,24335305.078,24334771.675,24334238.482,24333705.359,24333172.346,24332639.393,24332106.619,24331574.167,24331041.673,24330509.302,24329976.994,24329444.675,24328912.524,24328380.63,24327848.841,24327317.167,24326785.543,24326254.11,24325722.836,24325191.629,24324660.547,24324129.576,24323598.696,24323068.005,24322537.414,24322006.905,24321476.731,24320946.468,24320416.545,24319886.537,24319356.584,24318826.914,24318297.278,24317767.643,24317238.167,24316708.984,24316179.862,24315650.842,24315121.882,24314592.895,24314064.124,21673405.747,21673598.057,21673790.378,21673983.068,21674175.825,21674368.694,21674561.602,24309836.927,24309308.692,24308780.57,21675334.148,24307724.818,24307197.055,24306669.406,24306141.866,24305614.405,21676497.091,21676691.487,21676885.878,21677080.315,21677274.765,21677469.394,21677664.123,21677859.083,21678054.263,21678249.451,21678444.93,21678640.384,21678835.814,21679031.457,21679227.347,21679423.334,21679619.473,21679815.69,21680012.147,21680208.696,21680405.279,21680602.001,21680798.777,21680995.578,21681192.603,21681389.692,21681784.329,21681981.88,21682179.628,21682377.534,21682575.493,21682773.683,21682971.896,21683170.207,21683368.641,21683567.334,21683766.023,21683964.926,24284576.995,24284052.904,24283528.934,24283005.339,24282482.098,24281958.871,21685362.968,24280912.85,21685762.988,21685967.178,21686161.607,24278831.455,21686566.008,21686766.454,21686968.604,24276727.04,21687368.818,21687571.807,21687771.255,24274635.051,24274115.28,21688378.266,21688579.263,21688777.666,24272025.759,24271503.489,24270981.697,24270460.091,24269938.505,24269416.957,24268895.528,24268374.371,24267853.14,24267331.901,24266810.58,24266289.273,24265767.742,21691623,24264725.637,24264204.838,24263683.999,21692440.557,21692645.187,24262122.014,24261601.449,24261080.761,24260560.907,24260041.652,24259522.224,24259002.532,21694287.156,24257960.178,24257440.113,24256920.568,24256400.561,24255883.106,24255363.882,21695726.227,24254325.13,24253810.236,24253287.923,24252763.186,24252245.095,24251727.205,24251205.852,24250686.92,24250169.909,24249651.143,24249130.938,24248615.256,24248094.785,24247576.588,24247055.316,24246538.166,24246020.328,24245502.548,24244984.96,24244467.062,24243948.837,21700292.416,24242912.859,24242395.084,24241877.419,21701128.254,21701337.595,21701546.863,21701756.369,24239290.578,24238773.743,24238256.684,21702596.174,21702806.333,21703016.643,21703227.077,21703437.772,21703648.514,21703859.418,21704070.509,21704281.729,21704493.159,21704704.784,21704916.701,21705128.646,21705341.025,21705553.389,21705765.879,21705978.085,24228969.588,24228454.152,24227938.877,24227423.757,24226908.642,24226393.652,24225878.754,24225364.106,24224849.254
22301554.978,22302008.809,22302462.757,22302916.805,22303371.062,22303825.387,22304279.806,22304734.309,22305189.059,22305644.013,22306099.058,22306554.127,22307009.265,22307464.588,22307919.911,22308375.443,22308831.093,22309286.96,22309742.857,22310198.917,22310655.097,22311111.428,22311567.839,25361028.91,25360771.145,25360515.352,25360244.068,25359978.646,25359719.514,25359454.657,25359192.489,25358931.172,25358669.113,25358407.018,25358144.812,25357882.95,25357621.024,25357359.291,25357097.349,25356835.495,25356573.74,25356311.827,25356050.156,24313535.537,24313006.983,24312478.453,24311950.05,24311421.821,24310893.522,24310365.288,25353958.245,25353696.705,25353435.545,24308252.591,25352912.928,25352651.633,25352390.43,25352129.233,25351868.47,24305087.106,24304559.836,24304032.604,24303505.315,24302978.165,24302451.227,24301924.087,24301397.156,24300870.387,24300343.691,24299817.047,24299290.571,24298764.027,24298237.572,24297711.16,24297184.936,24296658.856,24296132.723,24295606.683,24295080.648,24294554.822,24294028.945,24293503.232,24292977.334,24292451.649,24291926.038,24290874.985,24290349.482,24289824.226,24289299.134,24288773.941,24288249.027,24287724.104,24287199.334,24286674.715,24286150.241,24285625.708,24285101.289,25341458.998,25341199.479,25340940.03,25340680.85,25340422.147,25340163.268,24281435.114,25339645.327,24280393.513,24279872.387,24279351.322,25338611.522,24278298.921,24277778.337,24277252.479,25337576.41,24276204.329,24275685.469,24275159.092,25336542.102,25336288.081,24273592.781,24273071.523,24272544.814,25335246.742,22358054.428,25334736.782,25334478.763,25334220.164,25333962.465,25333706.075,25333448.234,25333190.086,25332931.846,25332673.574,25332415.228,25332156.933,24265246.39,25331639.388,25331380.883,25331121.154,24263163.216,24262642.597,25330355.118,25330093.638,25329830.747,25329565.276,25329312.039,25329052.245,25328794.205,24258482.63,25328275.069,25328018.816,25327761.403,25327505.784,25327249.453,25326992.046,24254844.48,25326477.291,25326222.875,25325959.007,25325704.424,25325453.212,25325192.289,25324932.763,25324677.751,25324414.072,25324152.909,25323903.618,25323646.207,25323387.53,25323131.338,25322879.95,25322619.038,25322359.161,25322103.188,25321845.41,25321584.025,25321331.232,24243430.625,22383666.892,22384134.341,22384601.572,24241359.869,24240842.469,24240325.264,24239807.792,25319018.527,22387406.576,25318503.92,24237739.729,24237222.956,24236706.29,24236189.642,24235673.045,24235156.649,24234640.375,24234124.169,24233608.038,24233091.909,24232576.158,24232060.841,24231545.397,24231030.544,24230515.529,24230000.566,24229485.375,25313892.492,25313642.106,25313385.202,25313125.897,25312870.229,25312609.912,25312357.254,25312101.852,25311844.74
22236047.571,22236053.558,22236059.609,22236065.95,22236072.246,22236078.842,22236085.643,22236092.634,22236099.85,22236107.284,22236114.814,22236122.355,22236130.119,22236137.834,22236145.753,22236154.015,22236162.383,22236170.861,22236179.546,22236188.48,22236197.526,22236206.719,22236216.111,22312024.388,22312480.813,22312937.447,22313394.189,22313851.038,22314307.85,22314764.816,22315221.967,22315679.172,22316136.312,22316593.507,22317050.798,22317508.149,22317965.601,22318423.269,22318881.049,22319338.893,22319796.887,22320254.83,22320713.018,25355788.522,25355526.84,25355265.436,25355003.93,25354742.405,25354481.016,25354219.754,22324381.256,22324840.056,22325298.938,25353174.283,22326217.07,22326676.149,22327135.381,22327594.886,22328054.389,25351607.413,25351346.594,25351085.651,25350824.532,25350563.316,25350302.035,25350041.112,25349779.971,25349519.216,25349258.476,25348997.954,25348737.717,25348477.155,25348216.448,25347955.957,25347695.537,25347435.326,25347175.048,25346915.08,25346655.153,25346395.046,25346134.784,25345875.014,25345614.964,25345355.007,25345094.984,25344575.202,25344315.253,25344055.422,25343795.659,25343535.866,25343276.185,25343016.614,25342757.084,25342497.408,25342237.905,25341978.23,25341718.556,22346478.139,22346940.404,22347402.919,22347865.63,22348328.631,22348791.728,25339904.126,22349717.235,25339387.789,25339126.07,25338871.14,22351571.09,25338347.607,25338092.222,25337831.952,22353428.559,25337321.41,25337063.214,25336802.031,22355273.387,22355736.434,25336027.931,25335760.29,25335503.018,22357590.118,22237854.295,22358518.51,22358982.582,22359446.736,22359911.092,22360375.544,22360840.132,22361304.74,22361769.448,22362234.094,22362698.87,22363163.024,25331897.627,22364092.414,22364557.46,22365022.299,25330859.225,25330611.268,22366416.854,22366881.907,22367346.706,22367812.715,22368279.216,22368745.48,22369210.834,25328533.981,22370145.638,22370617.504,22371083.2,22371550.348,22372018.255,22372484.105,25326734.929,22373415.57,22373884.88,22374345.831,22374802.943,22375265.632,22375732.371,22376200.322,22376664.264,22377131.392,22377597.956,22378064.368,22378530.934,22378997.253,22379463.764,22379930.405,22380397.386,22380864.562,22381331.765,22381799.158,22382266.222,22382732.805,25321073.299,22239278.744,22239307.738,22239336.928,25320043.297,25319783.405,25319528.27,25319270.314,22386938.796,22239514.437,22387874.108,25318244.39,25317984.85,25317730.867,25317475.496,25317220.499,25316964.213,25316708.207,25316452.334,25316196.565,25315940.827,25315685.153,25315431.251,25315174.642,25314919.775,25314667.594,25314408.448,25314151.003,22396313.766,22396784.746,22397252.078,22397720.638,22398189.985,22398659.71,22399128.792,22399598.362,22400067.767
20709086.901,20709040.85,20708995.084,20708949.588,20708904.454,20708859.486,20708814.652,20708770.167,20708726.032,20708682.306,20708638.654,20708595.18,20708552.051,20708509.099,20708466.354,20708423.85,20708381.633,20708339.638,20708297.803,20708256.305,20708215.143,20708174.184,20708133.523,22236225.651,22236235.246,22236245.012,22236255.009,22236265.195,22236275.419,22236285.836,22236296.679,22236307.518,22236318.36,22236329.437,22236340.784,22236352.162,22236363.721,22236375.517,22236387.329,22236399.455,22236411.711,22236423.907,22236436.33,22321171.168,22321629.431,22322087.879,22322546.493,22323005.195,22323463.911,22323922.523,22236540.612,22236554.206,22236567.874,22325757.973,22236595.442,22236609.48,22236623.598,22236637.888,22236652.537,22328514.065,22328973.725,22329433.396,22329893.022,22330352.673,22330812.423,22331272.162,22331732.064,22332191.986,22332651.992,22333112.196,22333572.358,22334032.485,22334492.633,22334952.901,22335413.307,22335873.703,22336334.084,22336794.615,22337255.116,22337715.696,22338176.182,22338636.835,22339097.458,22339558.25,22340018.921,22340940.396,22341401.277,22341862.424,22342323.51,22342784.653,22343245.935,22343707.426,22344168.963,22344630.536,22345092.269,22345554.088,22346016.044,22237326.48,22237346.064,22237365.69,22237385.727,22237406.098,22237426.57,22349254.569,22237467.146,22350182.66,22350646.413,22351109.676,22237548.266,22352035.409,22352506.1,22352969.823,22237634.136,22353885.84,22354349.35,22354814.99,22237720.746,22237745.567,22356194.239,22356662.05,22357126.191,22237831.369,20705178.853,22237877.552,22237900.975,22237924.377,22237947.93,22237971.585,22237995.203,22238018.988,22238042.991,22238066.8,22238090.715,22238114.435,22363627.528,22238162.548,22238186.987,22238211.228,22365486.956,22365951.872,22238284.881,22238309.575,22238334.31,22238359.153,22238384.65,22238410.158,22238436.045,22369670.527,22238486.958,22238512.398,22238537.995,22238563.668,22238589.733,22238615.937,22372949.845,22238668.844,22238695.251,22238721.766,22238748.241,22238775.001,22238802.108,22238829.512,22238856.778,22238884.229,22238912.034,22238939.883,22238967.414,22238994.995,22239023.026,22239051,22239079.264,22239107.591,22239136.126,22239164.894,22239193.41,22239221.799,22383199.684,20704475.537,20704468.187,20704460.993,22385068.77,22385536.21,22386003.705,22386471.168,22239484.468,20704423.716,22239544.455,22388341.808,22388809.794,22389277.84,22389745.806,22390213.78,22390681.897,22391150.047,22391618.29,22392086.706,22392555.188,22393023.923,22393493.106,22393962.315,22394431.823,22394901.203,22395370.672,22395841.467,22240109.802,22240142.669,22240176.542,22240206.924,22240240.193,22240273.935,22240307.111,22240340.466,22240373.723
25011259.312,25011285.48,25011311.685,25011337.754,25011364.244,25011390.923,25011417.647,25011444.667,25011471.852,25011498.974,25011526.561,25011554.154,25011581.923,25011609.797,25011637.906,25011666.03,25011694.45,25011722.925,25011751.326,25011780.326,25011809.344,25011838.533,25011867.786,20708093.119,20708052.911,20708012.958,20707973.366,20707933.967,20707894.866,20707855.944,20707817.351,20707778.945,20707740.732,20707702.736,20707664.969,20707627.467,20707590.221,20707553.308,20707516.676,20707480.208,20707443.99,20707408.048,20707372.203,22236448.973,22236461.705,22236474.495,22236487.476,22236500.532,22236513.823,22236527.22,20707093.62,20707059.587,20707025.749,22236581.631,20706958.78,20706925.749,20706892.901,20706860.261,20706827.9,22236667.037,22236681.79,22236696.569,22236711.405,22236726.32,22236741.4,22236756.627,22236771.951,22236787.501,22236803.118,22236818.94,22236834.968,22236851.004,22236866.951,22236883.191,22236899.529,22236915.938,22236932.581,22236949.239,22236966.002,22236983.062,22237000.048,22237017.126,22237034.284,22237051.515,22237068.999,22237103.982,22237121.742,22237139.775,22237157.938,22237176.09,22237194.382,22237212.701,22237231.372,22237250.237,22237269.134,22237288.068,22237307.217,20705702.103,20705678.251,20705654.696,20705631.549,20705608.933,20705586.446,22237446.848,20705541.628,22237489.413,22237508.688,22237533.894,20705455.718,22237569.309,22237590.557,22237612.472,20705364.11,22237656.57,22237680.425,22237700.819,20705294.333,20705274.086,22237765.741,22237787.125,22237810.834,20705197.153,25015492.039,20705160.399,20705142.267,20705124.375,20705106.496,20705089.06,20705071.717,20705054.636,20705037.81,20705020.991,20705004.566,20704987.93,22238138.241,20704956.088,20704940.92,20704925.467,22238235.684,22238260.259,20704879.776,20704865.108,20704850.691,20704836.294,20704822.36,20704808.832,20704795.982,22238461.419,20704769.719,20704757.789,20704743.674,20704732.81,20704722.25,20704710.382,22238642.353,20704686.555,20704674.65,20704662.973,20704651.3,20704640.066,20704628.817,20704617.534,20704606.612,20704596.348,20704586.444,20704576.606,20704567.248,20704557.638,20704548.528,20704539.566,20704531.103,20704522.984,20704515.111,20704507.258,20704499.262,20704491.068,22239250.168,25017969.812,25018017.219,25018065.07,22239366.235,22239395.874,22239425.393,22239455.011,20704429.264,25018356.481,20704418.262,22239574.358,22239604.642,22239635.112,22239665.666,22239696.344,22239727.107,22239758.25,22239789.277,22239820.59,22239851.951,22239883.681,22239915.822,22239947.798,22239980.306,22240012.698,22240045.377,22240075.714,20704360.606,20704359.311,20704358.262,20704357.423,20704356.875,20704356.557,20704356.513,20704356.643,20704356.978
39348870.798,39348907.875,39348944.999,39348982.04,39349019.189,39349056.337,39349093.709,39349131.162,39349168.686,39349206.354,39349244.081,39349281.645,39349319.205,39349356.793,39349394.448,39349432.309,39349470.213,39349507.938,39349545.812,39349583.895,39349622.044,39349660.226,39349698.494,25011897.261,25011926.832,25011956.623,25011986.539,25012016.836,25012046.994,25012077.491,25012108.154,25012138.511,25012169.257,25012200.131,25012231.155,25012262.361,25012293.919,25012325.627,25012357.6,25012389.615,25012421.658,25012454.107,25012486.405,20707336.643,20707301.282,20707266.155,20707231.263,20707196.7,20707162.234,20707127.816,25012748.277,25012781.515,25012814.993,20706992.166,25012882.223,25012915.933,25012949.661,25012983.842,25013018.184,20706795.76,20706763.813,20706732.191,20706700.632,20706669.223,20706637.889,20706606.879,20706576.164,20706545.674,20706515.439,20706485.564,20706455.686,20706425.918,20706396.402,20706367.14,20706338.077,20706309.304,20706280.709,20706252.377,20706224.108,20706196.085,20706168.342,20706140.766,20706113.339,20706085.979,20706058.923,20706005.188,20705978.717,20705952.564,20705926.631,20705900.855,20705875.292,20705849.97,20705824.83,20705799.933,20705775.176,20705750.498,20705726.143,25014476.065,25014515.157,25014554.372,25014593.725,25014633.2,25014673.064,20705564.017,25014753.83,20705519.658,20705498.747,20705480.918,25014918.676,20705431.256,20705404.049,20705383.548,25015070.591,20705347.154,20705328.694,20705310.198,25015241.151,25015283.932,20705255.194,20705235.208,20705216.081,25015450.656,25568573.26,25015533.977,25015576.512,25015618.229,25015660.066,25015702.939,25015745.544,25015788.365,25015831.405,25015874.586,25015917.795,25015961.374,20704971.876,25016048.819,25016091.541,25016135.814,20704909.949,20704894.773,25016268.775,25016312.848,25016356.097,25016399.519,25016443.772,25016489.011,25016533.787,20704781.329,25016623.514,25016668.215,25016712.825,25016757.883,25016802.865,25016848.02,20704698.409,25016939.467,25016979.632,25017029.596,25017077.18,25017118.384,25017165.703,25017216.215,25017262.708,25017309.877,25017355.888,25017402.04,25017448.237,25017494.762,25017541.329,25017588.533,25017636.341,25017683.56,25017731.634,25017779.716,25017827.12,25017874.737,20704483.235,25557524.547,25557327.086,25557128.689,20704453.972,20704447.421,20704441.055,20704435.321,25018307.734,25555937.68,25018405.063,20704412.958,20704407.842,20704402.907,20704398.311,20704393.992,20704389.979,20704386.122,20704382.561,20704379.364,20704376.431,20704373.814,20704371.437,20704368.882,20704366.557,20704364.623,20704363.065,20704361.988,25019310.357,23744700.813,23744055.568,23743409.762,23742765.37,23742120.271,23741475.466,23740830.371,23740186.777
23462692.473,23462836.953,23462981.732,23463126.683,23463271.839,23463417.115,23463562.73,24968448.592,24968421.859,24968395.273,24968368.87,24968342.518,24968316.205,24968290.056,24968263.923,24968237.884,24968212.044,24968186.308,24968160.628,24968135.297,24968109.925,24968084.815,24968059.864,39349736.88,39349775.273,26558530.993,26558154.56,26557778.022,26557402.954,26557028.418,26556653.692,26556278.869,26555903.74,26555528.797,26555154.009,26554778.995,26554404.069,26554029.528,26553655.169,26553280.825,26552906.471,26552531.945,26552157.767,25012518.702,25012551.213,25012583.56,25012616.109,25012648.961,25012681.963,25012714.819,25583678.109,25583467.629,25583257.35,25012848.387,25582836.829,25582626.767,25582416.796,25582207.244,25581997.727,25013052.654,25013087.025,25013121.689,25013156.351,25013191.104,25013225.881,25013260.514,25013295.786,25013331,25013366.204,25013401.782,25013437.547,25013473.089,25013508.744,25013544.652,25013580.655,25013616.672,25013652.971,25013689.211,25013725.617,25013762.255,25013798.841,25013835.71,25013872.735,25013909.268,25013946.326,25014020.453,25014057.512,25014094.894,25014132.614,25014170.148,25014207.977,25014246.016,25014283.861,25014321.926,25014360.18,25014398.426,25014437.141,25573685.304,25573479.393,25573273.728,25573068.503,25572863.059,25572658.491,25014713.07,25572250.834,25014795.004,25014838.553,25014873.817,25571418.901,25014952.226,25014993.597,25015030.96,25570620.412,25015119.816,25015159.36,25015200.917,25569796.958,25569595.797,25015326.261,25015368.251,25015410.556,25568776.293,26522054.52,25568370.351,25568166.874,25567964.28,25567761.886,25567560.175,25567357.907,25567155.139,25566951.579,25566747.371,25566544.634,25566343.66,25016005.135,25565939.079,25565736.696,25565534.01,25016180.439,25016224.756,25564931.64,25564729.85,25564527.264,25564325.21,25564123.718,25563923.105,25563731.341,25016578.968,25563314.88,25563108.808,25562906.029,25562704.583,25562504.825,25562305.498,25016893.483,25561909.32,25561712.879,25561516.213,25561312.962,25561110.197,25560905.625,25560707.384,25560505.444,25560309.748,25560111.44,25559912.887,25559712.733,25559512.745,25559314.221,25559113.612,25558915.284,25558716.966,25558519.183,25558320.345,25558121.173,25557921.261,25017922.46,26501841.756,26501476.989,26501111.491,25018113.077,25018161.427,25018209.732,25018258.319,25556136.553,26498916.965,25555740.526,25018455.102,25018504.738,25018554.224,25018603.7,25018653.003,25018702.868,25018752.815,25018802.747,25018852.862,25018903.243,25018953.322,25019003.545,25019054.391,25019105.574,25019156.866,25019207.717,25019259.133,25552189.359,25019361.763,25019413.43,25019464.741,25019516.455,25019568.44,25019620.245,25019672.557,25019724.766
NaN,NaN,NaN,NaN,NaN,NaN,NaN,38688468.239,38688484.567,38688500.957,38688517.459,38688533.71,38688550.256,38688566.839,38688583.528,38688600.354,38688617.245,38688634.075,38688650.971,38688668.031,38688685.074,38688702.313,38688719.647,24968034.97,24968010.121,39349813.717,39349852.482,39349891.037,39349929.573,39349968.242,39350007.052,39350045.965,39350084.84,39350123.815,39350162.736,39350201.707,39350240.908,39350280.104,39350319.339,39350358.582,39350397.93,39350437.141,39350476.518,26551783.514,25584939.528,25584728.597,25584518.282,25584309.116,25584099.065,25583888.514,26549166.146,26548792.375,26548418.602,25583046.966,26547671.381,26547297.935,26546924.714,26546551.518,26546178.47,25581788.205,25581578.781,25581369.255,25581159.763,25580950.394,25580741.181,25580531.917,25580323.051,25580114.183,25579905.489,25579696.812,25579488.186,25579279.779,25579071.294,25578863.046,25578654.776,25578446.769,25578238.874,25578030.952,25577823.218,25577615.507,25577407.797,25577200.144,25576992.556,25576785.218,25576578.066,25576163.289,25575956.074,25575749.265,25575542.458,25575335.535,25575128.902,25574922.32,25574715.654,25574509.531,25574303.243,25574097.1,25573891.048,26531295.182,26530924.215,26530553.612,26530183.179,26529812.757,26529442.435,25572453.98,26528704.99,25572045.342,25571832.67,25571628.042,26527222.233,25571225.644,25571034.072,25570820.104,26525743.91,25570409.86,25570206.582,25570004.608,26524260.678,26523892.25,25569393.689,25569191.535,25568977.834,26522416.532,39353746.616,26521682.447,26521311.731,26520942.221,26520573.1,26520204.977,26519836.939,26519468.473,26519099.39,26518730.85,26518363.453,26517994.898,25566141.982,26517258.49,26516890.077,26516521.4,25565332.634,25565133.252,26515417.4,26515049.453,26514681.274,26514314.211,26513947.427,26513580.545,26513213.906,25563506.058,26512480.703,26512113.271,26511745.761,26511378.379,26511010.991,26510643.498,25562108.292,26509909.914,26509546.219,26509172.333,26508798.924,26508436.133,26508070.644,26507703.658,26507337.366,26506964.686,26506600.276,26506239.108,26505873.498,26505507.213,26505132.05,26504762.846,26504403.484,26504036.42,26503670.882,26503305.662,26502939.667,26502573.953,25557722.908,39356055.705,39356098.034,39356140.128,25556930.091,25556731.528,25556532.944,25556334.466,26499282.407,39356395.038,26498551.536,25555542.96,25555346.373,25555148.883,25554951.205,25554753.843,25554556.528,25554359.303,25554161.831,25553964.939,25553767.943,25553571.459,25553376.01,25553179.074,25552983.692,25552787.218,25552591.55,25552394.559,26491989.397,25551995.272,25551799.789,25551604.484,25551408.9,25551214.104,25551017.718,25550825.086,25550631.03
NaN,NaN,NaN,NaN,NaN,NaN,NaN,23463708.476,23463854.37,23464000.456,23464146.551,23464293.171,23464439.823,23464586.442,23464733.312,23464880.505,23465028.002,23465175.599,23465323.235,23465471.227,23465619.376,23465767.75,23465916.25,38688736.925,38688754.244,24157602.986,24157760.657,24157921.429,24158079.748,24158239.885,24158399.641,24158559.454,24158719.331,24158879.331,24159039.256,24159199.27,24159359.7,39406882.506,39406927.944,39406973.421,39407018.975,39407064.413,39407110.064,39350515.891,26551409.649,26551035.573,26550661.398,26550287.638,26549913.758,26549539.964,39350792.531,39350831.965,39350871.485,26548044.926,39350950.622,39350990.218,39351029.917,39351069.758,39351109.496,26545805.454,26545432.382,26545059.447,26544686.426,26544313.558,26543940.686,26543567.925,26543195.066,26542822.577,26542450.05,26542077.616,26541705.395,26541332.924,26540960.351,26540587.706,26540215.375,26539843.034,26539470.711,26539098.612,26538726.51,26538354.521,26537982.675,26537610.712,26537238.708,26536866.893,26536495.175,26535751.223,26535379.543,26535007.843,26534636.364,26534264.638,26533893.049,26533521.53,26533150.136,26532779.076,26532407.918,26532036.829,26531665.935,39352715.747,39352756.501,39352797.373,39352838.417,39352879.968,39352921.188,26529072.128,39353003.431,26528322.781,26527964.73,26527588.235,39353171.818,26526852.938,26526482.977,26526115.153,39353336.616,26525379.098,26525007.962,26524640.682,39353496.201,39353538.337,26523523.08,26523156.028,26522790.241,39353705.196,39410887.621,39353787.94,39353829.674,39353871.238,39353912.779,39353954.628,39353996.486,39354038.226,39354080.105,39354121.54,39354163.154,39354204.393,26517626.299,39354287.661,39354329.529,39354371.205,26516152.842,26515785.178,39354496.269,39354538.003,39354579.618,39354622.022,39354664.936,39354707.706,39354752.364,26512847.51,40941251.617,39354865.339,39354902.226,39354942.328,40940524.382,39355024.914,26510276.445,39355111.176,39355158.357,39355209.602,39355251.454,39355293.156,39355333.685,39355376.161,39355418.159,39355460.896,39355504.016,39355546.355,39355588.576,39355629.124,39355672.456,39355716.26,39355754.308,39355803.649,39355845.393,39355886.992,39355929.645,39355971.595,26502207.396,40936008.248,40935827.695,40935647.206,26500745.867,26500379.9,26500013.736,26499647.755,39356352.413,40934564.42,39356437.475,26498185.8,26497821.022,26497456.52,26497091.531,26496726.569,26496361.757,26495997.133,26495632.335,26495267.82,26494903.389,26494538.437,26494173.751,26493809.579,26493445.834,26493082.069,26492718.498,26492354.454,40931146.257,26491624.835,26491260.546,26490896.507,26490532.653,26490168.81,26489805.088,26489441.887,26489078.22
